stlačovat	34	0.06863	vec00728	0.06863	vec01971	0.05276	vec00943	0.04538	vec01403	0.03774	vec00997	0.03334	vec01325	0.02746	vec01669	0.02713	vec01823	0.02696	vec00118	0.02441	vec01012	0.02425
přitížit se	54	0.06903	vec00547	0.06903	vec00740	0.06654	vec01820	0.05053	vec01613	0.05002	vec00372	0.04991	vec01133	0.04729	vec00390	0.04206	vec01912	0.03116	vec01614	0.0286	vec00884	0.0285
rozchvátit	3	0.0693	vec01219	0.0693	vec01874	0.06771	vec01147	0.06587	vec01744	0.05517	vec00915	0.05395	vec01920	0.04519	vec00911	0.04419	vec01876	0.0428	vec00910	0.04274	vec01517	0.03989
vyžebrávat	6	0.06963	vec01491	0.06963	vec01105	0.06069	vec00800	0.058	vec01727	0.04934	vec00866	0.04888	vec00886	0.04838	vec01303	0.0338	vec00380	0.03049	vec01164	0.02855	vec00828	0.02806
sesmolit	24	0.06972	vec01575	0.06972	vec00380	0.05479	vec01444	0.0537	vec00347	0.04351	vec01167	0.03877	vec01727	0.03327	vec00037	0.03224	vec00185	0.0313	vec01491	0.03013	vec01333	0.02938
vrtat se	284	0.07048	vec00818	0.07048	vec00991	0.06242	vec00995	0.03632	vec01216	0.03284	vec00055	0.02587	vec01673	0.02391	vec01819	0.02079	vec00341	0.02024	vec00831	0.01878	vec01645	0.0181
vzburcovat	23	0.0711	vec00091	0.0711	vec01792	0.05582	vec00667	0.04998	vec01874	0.04014	vec01823	0.03547	vec01646	0.03295	vec01015	0.03282	vec01162	0.02963	vec00915	0.02955	vec00098	0.0288
proplétat	398	0.07241	vec00665	0.07241	vec00881	0.05602	vec00882	0.055	vec00949	0.05292	vec01856	0.0506	vec01834	0.04152	vec00685	0.04027	vec00875	0.03398	vec01623	0.02892	vec01367	0.02787
zkrvavit	15	0.07274	vec00365	0.07274	vec00389	0.05534	vec00992	0.0366	vec01699	0.03079	vec01403	0.02918	vec00503	0.02797	vec01792	0.02767	vec01727	0.0262	vec01506	0.02614	vec01508	0.02568
uhnout	1033	0.07389	vec00838	0.07389	vec00991	0.05501	vec00637	0.04601	vec00665	0.03528	vec00674	0.03152	vec00869	0.02825	vec01630	0.02507	vec00610	0.02348	vec00045	0.02313	vec01337	0.02009
přihrnout	81	0.07444	vec00833	0.07444	vec00665	0.06169	vec00713	0.04487	vec00218	0.03878	vec00710	0.0339	vec00067	0.03082	vec00407	0.02598	vec01296	0.0256	vec00610	0.02473	vec01608	0.02164
eskalovat	2	0.07471	vec01198	0.07471	vec01498	0.05811	vec00977	0.05187	vec01518	0.03557	vec00748	0.02595	vec01665	0.02386	vec00113	0.0193	vec00730	0.0189	vec00586	0.01766	vec01132	0.01591
racionalizovat	3	0.07513	vec00801	0.07513	vec01361	0.03735	vec01184	0.03502	vec00464	0.03369	vec00201	0.03195	vec00092	0.02957	vec01247	0.02599	vec01313	0.02591	vec00540	0.02255	vec00107	0.01968
obrůstat	57	0.08029	vec01968	0.08029	vec00660	0.06016	vec00984	0.04373	vec00836	0.03574	vec00872	0.03428	vec00841	0.02318	vec00576	0.02245	vec00790	0.02196	vec01876	0.01989	vec00476	0.01967
opíjet	155	0.0826	vec00866	0.0826	vec00830	0.05044	vec01514	0.04913	vec01584	0.04128	vec01039	0.03594	vec01940	0.0319	vec01813	0.03148	vec00958	0.02993	vec01653	0.0285	vec00742	0.026
zaklínit	80	0.08299	vec00833	0.08299	vec00735	0.06147	vec01342	0.05637	vec01500	0.05488	vec00899	0.04871	vec01966	0.03591	vec00932	0.0337	vec01586	0.02933	vec00126	0.02534	vec00610	0.02154
poklonit se	190	0.08332	vec00631	0.08332	vec00668	0.06618	vec01562	0.04819	vec01491	0.04031	vec01677	0.03828	vec00022	0.03368	vec00012	0.02574	vec01551	0.02211	vec01500	0.0213	vec01216	0.02003
hrknout	97	0.08412	vec01348	0.08412	vec01110	0.05558	vec00503	0.03256	vec01371	0.03225	vec00145	0.03065	vec01043	0.03033	vec01196	0.03026	vec01641	0.02839	vec01924	0.02804	vec01819	0.02607
odškrtávat	23	0.08448	vec00962	0.08448	vec01224	0.03452	vec01855	0.03391	vec01345	0.03147	vec00858	0.02822	vec00453	0.02509	vec01888	0.02472	vec01169	0.02196	vec00690	0.02145	vec01482	0.02011
viklat se	56	0.08459	vec00626	0.08459	vec01219	0.07361	vec00993	0.06821	vec01336	0.03965	vec01634	0.03884	vec00991	0.03297	vec01147	0.02922	vec01517	0.02668	vec00875	0.0258	vec00196	0.02434
planout	693	0.08527	vec01173	0.08527	vec01215	0.04734	vec00949	0.0382	vec01103	0.03158	vec01147	0.02942	vec00867	0.02898	vec01336	0.02888	vec00679	0.02381	vec01517	0.02287	vec00893	0.02248
zjitřovat	5	0.08617	vec00770	0.08617	vec00055	0.07817	vec00791	0.06617	vec01834	0.06206	vec00608	0.04285	vec01510	0.04258	vec01482	0.0305	vec00634	0.03011	vec01182	0.02783	vec00091	0.02779
prosvištět	63	0.08634	vec01856	0.08634	vec00881	0.06777	vec01336	0.05864	vec01219	0.04988	vec00882	0.04978	vec00949	0.04165	vec00875	0.04111	vec00665	0.03842	vec01147	0.03233	vec01367	0.02908
rozjet	1632	0.08765	vec00038	0.08765	vec00097	0.0784	vec00048	0.06129	vec00227	0.05768	vec00434	0.03586	vec00845	0.0308	vec00882	0.02971	vec00022	0.02339	vec01555	0.01876	vec01458	0.01763
proležet	73	0.08937	vec00394	0.08937	vec00325	0.05912	vec01843	0.03638	vec01059	0.03369	vec01458	0.02868	vec01568	0.02724	vec00766	0.02462	vec01055	0.02321	vec01863	0.02225	vec00305	0.02067
nalíčit	111	0.08958	vec00684	0.08958	vec00638	0.08816	vec01584	0.05301	vec01250	0.04182	vec00899	0.03589	vec00078	0.02699	vec01684	0.02601	vec01363	0.02584	vec00462	0.02549	vec00589	0.02216
pást se	470	0.08963	vec00922	0.08963	vec00468	0.05235	vec01584	0.03026	vec00145	0.02708	vec01924	0.02592	vec01200	0.02365	vec01667	0.02245	vec00958	0.02201	vec00245	0.02104	vec01067	0.01904
rozpočíst	1	0.09057	vec00256	0.09057	vec01772	0.03505	vec00166	0.03383	vec00526	0.03151	vec00778	0.02582	vec00774	0.02266	vec00556	0.0221	vec01496	0.02113	vec01444	0.02037	vec00147	0.02001
rozpočíst se	1	0.09057	vec00256	0.09057	vec01772	0.03505	vec00166	0.03383	vec00526	0.03151	vec00778	0.02582	vec00774	0.02266	vec00556	0.0221	vec01496	0.02113	vec01444	0.02037	vec00147	0.02001
tisknout	2150	0.09099	vec00528	0.09099	vec00728	0.05524	vec00899	0.05255	vec00735	0.04184	vec01226	0.02559	vec00833	0.02503	vec01068	0.02344	vec00943	0.02337	vec01668	0.02188	vec01669	0.02033
zužovat	176	0.0911	vec01508	0.0911	vec00055	0.05689	vec00118	0.05424	vec00463	0.04576	vec00793	0.03838	vec00028	0.02532	vec00588	0.02464	vec01147	0.0225	vec01369	0.02002	vec01336	0.01861
přetrhnout	433	0.09173	vec00681	0.09173	vec01286	0.0657	vec00903	0.04818	vec00885	0.03538	vec00486	0.02938	vec01413	0.02429	vec00113	0.02337	vec01777	0.02327	vec00764	0.02124	vec00756	0.0206
prostoupit	128	0.0942	vec00882	0.0942	vec00685	0.05486	vec00885	0.05383	vec00881	0.04001	vec01856	0.03778	vec01287	0.02194	vec01506	0.02176	vec00576	0.02074	vec01505	0.02003	vec00524	0.01886
obrnit si	118	0.09697	vec01415	0.09697	vec00024	0.06566	vec00752	0.0408	vec00178	0.02869	vec01500	0.02848	vec01508	0.02447	vec01363	0.02424	vec00212	0.02209	vec00941	0.02175	vec00958	0.02147
opotřebovat	34	0.09934	vec00790	0.09934	vec01613	0.08923	vec00576	0.07029	vec01988	0.06659	vec00755	0.06283	vec00476	0.03802	vec01380	0.03687	vec00246	0.0336	vec01514	0.03177	vec00786	0.02932
obíhat	152	0.10001	vec00831	0.10001	vec00922	0.06172	vec00882	0.05914	vec01567	0.04588	vec01566	0.0445	vec00875	0.03335	vec00949	0.03262	vec01856	0.02958	vec01753	0.02544	vec01147	0.02497
odtáhnout se	994	0.10008	vec00048	0.10008	vec00321	0.07082	vec01214	0.0523	vec00283	0.05226	vec00942	0.04789	vec00849	0.04345	vec01337	0.02469	vec00022	0.02467	vec00905	0.02423	vec00764	0.02132
promnout	265	0.10043	vec00991	0.10043	vec01565	0.0481	vec01699	0.03837	vec00674	0.03721	vec01584	0.03275	vec01813	0.02231	vec01876	0.02193	vec01466	0.02146	vec00117	0.02138	vec01551	0.02105
klátit	240	0.10101	vec00626	0.10101	vec00991	0.08016	vec00637	0.04467	vec01216	0.03924	vec01219	0.03612	vec00922	0.02549	vec01043	0.02387	vec00995	0.02376	vec01336	0.0236	vec01630	0.02277
uspat	204	0.10106	vec00091	0.10106	vec01210	0.09732	vec00536	0.07335	vec01506	0.05134	vec00761	0.04425	vec01471	0.04048	vec01940	0.03963	vec00958	0.03943	vec00608	0.03607	vec00860	0.03481
vypískávat	4	0.1015	vec00958	0.1015	vec00633	0.08109	vec01220	0.07228	vec00819	0.05888	vec01489	0.05355	vec00380	0.0381	vec01398	0.03755	vec01817	0.03609	vec00760	0.03195	vec01614	0.03012
demokratizovat	2	0.10212	vec01178	0.10212	vec00683	0.09541	vec00545	0.05963	vec01132	0.05336	vec01871	0.01897	vec00094	0.01826	vec01012	0.01788	vec01103	0.01667	vec00519	0.01638	vec00808	0.01502
vřeštět	185	0.10266	vec00426	0.10266	vec01489	0.10116	vec01348	0.07173	vec01196	0.04491	vec01110	0.04329	vec01529	0.04152	vec01371	0.03956	vec00633	0.03944	vec01398	0.03865	vec01641	0.03457
horovat	53	0.10377	vec01310	0.10377	vec01200	0.04535	vec01367	0.04196	vec01547	0.03479	vec01489	0.03347	vec01398	0.02501	vec00633	0.02478	vec00867	0.02466	vec01641	0.02415	vec00619	0.02252
usmolit	1	0.10406	vec01167	0.10406	vec01200	0.07567	vec01326	0.06561	vec00095	0.05756	vec00791	0.05014	vec01970	0.0486	vec01250	0.04538	vec01601	0.04355	vec01728	0.04051	vec00185	0.04012
počíst si	18	0.10637	vec00166	0.10637	vec00690	0.08925	vec00207	0.06684	vec00013	0.06312	vec01224	0.05246	vec01356	0.03331	vec01353	0.026	vec01813	0.0226	vec00364	0.01795	vec01576	0.01587
zaštukovat	1	0.10711	vec01479	0.10711	vec00684	0.06555	vec00739	0.06232	vec00924	0.05631	vec01877	0.05254	vec01616	0.03648	vec00462	0.03603	vec01280	0.03408	vec00841	0.03387	vec01216	0.0331
škudlit	32	0.10784	vec00886	0.10784	vec00958	0.04788	vec01924	0.04351	vec01216	0.0402	vec00145	0.04	vec00671	0.03898	vec00832	0.03811	vec01200	0.03724	vec01940	0.03344	vec00380	0.03268
popíchnout	96	0.10852	vec00958	0.10852	vec01210	0.04909	vec01813	0.04629	vec01529	0.04327	vec00608	0.03906	vec00667	0.03604	vec00633	0.03356	vec01491	0.03329	vec00361	0.03203	vec01506	0.03116
truchlit	240	0.10909	vec00867	0.10909	vec00633	0.09205	vec00428	0.07924	vec00132	0.05331	vec01489	0.03982	vec01976	0.03573	vec00145	0.02642	vec01682	0.02584	vec00958	0.0242	vec01371	0.02387
slétnout	86	0.10913	vec01318	0.10913	vec00665	0.07619	vec00218	0.06249	vec00759	0.05461	vec01938	0.04017	vec01336	0.03863	vec01113	0.03623	vec00579	0.03049	vec01367	0.03007	vec00705	0.02694
zkalit	69	0.10932	vec01510	0.10932	vec00789	0.1057	vec01752	0.0954	vec00372	0.04117	vec00589	0.04072	vec01182	0.03564	vec01758	0.03474	vec00656	0.03386	vec00055	0.03268	vec01482	0.02609
cirkulovat	15	0.10953	vec01566	0.10953	vec00882	0.09811	vec00831	0.08673	vec01665	0.08379	vec00209	0.06256	vec01347	0.06039	vec00917	0.03171	vec01531	0.02724	vec00952	0.02624	vec00054	0.02527
odkopnout	229	0.10988	vec01106	0.10988	vec01678	0.0822	vec00555	0.07422	vec00924	0.04844	vec01413	0.04206	vec00764	0.03813	vec00321	0.03488	vec01354	0.02869	vec00565	0.02774	vec00766	0.02725
přelidnit se	2	0.11029	vec00984	0.11029	vec00576	0.07975	vec00833	0.04813	vec01336	0.04283	vec01304	0.03733	vec01029	0.02607	vec00841	0.0252	vec01055	0.01856	vec00836	0.01692	vec00857	0.01642
promítnout si	106	0.11045	vec00358	0.11045	vec01080	0.10131	vec01793	0.03872	vec01868	0.03259	vec00640	0.02897	vec01575	0.02618	vec01665	0.02369	vec00310	0.01934	vec00611	0.01911	vec00283	0.01897
protnout	112	0.11135	vec00885	0.11135	vec00892	0.06964	vec00888	0.05499	vec00580	0.04227	vec00881	0.0419	vec00882	0.04075	vec00279	0.03785	vec01287	0.03628	vec01674	0.02786	vec01286	0.02622
plužit	4	0.1115	vec00665	0.1115	vec00063	0.07055	vec01069	0.05885	vec00922	0.05329	vec01219	0.04578	vec01216	0.03389	vec00875	0.02901	vec00949	0.02538	vec01566	0.02387	vec01868	0.01904
vyplísnit	27	0.11164	vec00958	0.11164	vec00555	0.06241	vec01192	0.06035	vec00620	0.05686	vec01699	0.0499	vec00380	0.04352	vec01899	0.03304	vec00819	0.03126	vec01813	0.02899	vec00633	0.02886
podbarvit	11	0.11298	vec00770	0.11298	vec00972	0.07885	vec00069	0.04233	vec00782	0.03378	vec00334	0.03206	vec00386	0.03011	vec00291	0.02892	vec01509	0.02708	vec00055	0.02254	vec00355	0.02253
vyboulit se	35	0.11332	vec00681	0.11332	vec00993	0.10057	vec01517	0.05319	vec00949	0.0423	vec01219	0.04177	vec01587	0.03046	vec01714	0.02776	vec01147	0.0276	vec01608	0.02288	vec00610	0.02227
krčit se	692	0.11465	vec00833	0.11465	vec00991	0.10608	vec00626	0.08548	vec00637	0.07514	vec01336	0.06236	vec00629	0.0513	vec01043	0.03706	vec01634	0.03673	vec01630	0.03625	vec01216	0.03623
přetahovat se	83	0.11466	vec01600	0.11466	vec00121	0.11153	vec01578	0.08173	vec01845	0.05883	vec00019	0.03598	vec00766	0.03584	vec00283	0.03371	vec00833	0.02855	vec01500	0.02198	vec01284	0.02026
soptit	100	0.11519	vec01489	0.11519	vec00426	0.09291	vec00633	0.07453	vec01398	0.06262	vec01056	0.05794	vec01060	0.05305	vec01641	0.04463	vec01529	0.03494	vec01348	0.03099	vec00867	0.02989
překypět	20	0.11584	vec01103	0.11584	vec00810	0.07356	vec00113	0.07334	vec01215	0.05065	vec01517	0.04905	vec00576	0.03918	vec00790	0.03833	vec00911	0.03408	vec01885	0.0289	vec00476	0.02631
předhazovat	94	0.11589	vec00033	0.11589	vec00557	0.05297	vec01256	0.05127	vec01087	0.04706	vec00347	0.03993	vec00819	0.02673	vec01149	0.02427	vec00074	0.02391	vec00011	0.02211	vec00418	0.02176
zavánět	140	0.1162	vec00592	0.1162	vec00926	0.06648	vec00164	0.0605	vec01147	0.0486	vec01234	0.02948	vec00016	0.02611	vec00674	0.02393	vec01486	0.02379	vec00766	0.02124	vec00359	0.01915
zachytávat	59	0.11815	vec00615	0.11815	vec01478	0.07728	vec01169	0.07415	vec01369	0.06076	vec01168	0.05382	vec00126	0.02645	vec00613	0.02618	vec00689	0.02273	vec00825	0.02251	vec00507	0.02175
zmocňovat se	548	0.11869	vec00677	0.11869	vec00613	0.06326	vec00096	0.05766	vec01206	0.04192	vec00646	0.04092	vec01631	0.03151	vec00089	0.02982	vec01698	0.02875	vec00286	0.0269	vec00884	0.0245
loupit	110	0.11922	vec01303	0.11922	vec00657	0.10952	vec01727	0.06056	vec01585	0.04192	vec00704	0.03146	vec01187	0.03069	vec01105	0.02902	vec01932	0.02895	vec00992	0.02833	vec01072	0.0272
zpřísnět	29	0.12361	vec01819	0.12361	vec01301	0.09404	vec01371	0.04977	vec00997	0.04487	vec00055	0.0407	vec00942	0.03668	vec01043	0.03149	vec00867	0.02701	vec01147	0.02447	vec01711	0.02272
odtrhovat	34	0.12392	vec00905	0.12392	vec00764	0.08207	vec01456	0.07448	vec00047	0.07265	vec01413	0.03096	vec00942	0.02783	vec01936	0.02758	vec00854	0.02277	vec00321	0.02236	vec01491	0.01603
klidit	110	0.12543	vec00733	0.12543	vec01718	0.09422	vec00958	0.0279	vec01914	0.02083	vec00536	0.02078	vec00633	0.01761	vec01471	0.01646	vec01369	0.01604	vec01337	0.01373	vec00522	0.01322
shrabovat	60	0.12578	vec01552	0.12578	vec01106	0.09801	vec00924	0.06553	vec00819	0.04215	vec00380	0.04009	vec00443	0.03504	vec00708	0.02934	vec01491	0.02857	vec01216	0.02718	vec00910	0.024
migrovat	5	0.12668	vec00048	0.12668	vec00218	0.11897	vec00685	0.10142	vec00022	0.05942	vec00665	0.05417	vec00434	0.05139	vec01577	0.03445	vec00811	0.03085	vec00227	0.02438	vec00146	0.01498
odhlížet	2	0.12702	vec00942	0.12702	vec00783	0.11726	vec00045	0.08441	vec00558	0.05568	vec00251	0.05094	vec00607	0.05091	vec00574	0.04833	vec00854	0.04795	vec00050	0.03104	vec00674	0.02444
vsázet se	22	0.12715	vec00112	0.12715	vec00345	0.11352	vec00121	0.06998	vec00520	0.0683	vec01500	0.03781	vec00818	0.02767	vec01200	0.02598	vec01148	0.01927	vec00418	0.01885	vec01690	0.01631
uvalovat	19	0.13055	vec01712	0.13055	vec00347	0.0824	vec00819	0.06001	vec00196	0.05984	vec01407	0.04897	vec00198	0.0353	vec01780	0.03358	vec01608	0.02834	vec00157	0.02633	vec00735	0.02222
setřít	471	0.13057	vec00924	0.13057	vec00923	0.06836	vec00910	0.04828	vec00840	0.0438	vec00648	0.03565	vec00552	0.02865	vec00847	0.02643	vec00879	0.02074	vec01538	0.02015	vec01429	0.0185
zadusit	213	0.13077	vec01549	0.13077	vec01514	0.0928	vec00091	0.08142	vec01940	0.0423	vec00576	0.04013	vec00687	0.03017	vec01210	0.02931	vec01506	0.02931	vec00158	0.02687	vec01587	0.02594
prokličkovat	39	0.13099	vec00665	0.13099	vec00685	0.07447	vec01287	0.05678	vec00279	0.05586	vec00881	0.04394	vec01856	0.04228	vec00882	0.04015	vec01131	0.03353	vec01623	0.03039	vec00833	0.02954
utrhnout se	782	0.13247	vec01615	0.13247	vec00764	0.11032	vec01413	0.08563	vec00648	0.05075	vec01508	0.03787	vec01456	0.0353	vec00681	0.02338	vec01678	0.02312	vec00848	0.01886	vec01465	0.01797
demoralizovat	24	0.13298	vec01385	0.13298	vec00608	0.10287	vec00055	0.10183	vec01192	0.06363	vec00656	0.05487	vec01587	0.04867	vec01510	0.04768	vec01183	0.04755	vec00536	0.04649	vec01702	0.04565
žvanit	526	0.13321	vec01489	0.13321	vec00633	0.12217	vec01529	0.11296	vec01056	0.07411	vec00832	0.06483	vec01398	0.05548	vec01528	0.05224	vec00145	0.04204	vec00800	0.04147	vec00031	0.03565
stáčet se	282	0.13468	vec00637	0.13468	vec00931	0.08467	vec00626	0.07542	vec00949	0.05801	vec01708	0.05447	vec01857	0.05328	vec00993	0.03161	vec01357	0.02668	vec00645	0.02534	vec00831	0.0232
uplést si	38	0.13593	vec00084	0.13593	vec01589	0.06444	vec01804	0.04043	vec00899	0.03391	vec01952	0.02266	vec01947	0.02176	vec00040	0.02021	vec00132	0.01981	vec01616	0.0179	vec01250	0.01724
vytrpět	194	0.13706	vec00740	0.13706	vec00340	0.11186	vec01989	0.07687	vec01800	0.06848	vec00379	0.05974	vec00491	0.03515	vec00241	0.0294	vec00970	0.02632	vec01631	0.02479	vec01613	0.01751
lpět	329	0.13723	vec01040	0.13723	vec00742	0.04178	vec01200	0.04124	vec00520	0.03966	vec00877	0.03622	vec00884	0.02894	vec00668	0.02695	vec00574	0.02416	vec01631	0.02334	vec01534	0.02053
odtrhávat se	43	0.13954	vec00905	0.13954	vec01456	0.13155	vec00047	0.12578	vec00764	0.08021	vec01936	0.04473	vec01413	0.04465	vec00942	0.02366	vec01449	0.01756	vec01538	0.01742	vec00648	0.01696
prořítit se	9	0.13993	vec00881	0.13993	vec00665	0.11988	vec01856	0.09458	vec00882	0.05445	vec00949	0.05095	vec00747	0.03635	vec00811	0.03184	vec01367	0.0282	vec01085	0.02417	vec00685	0.02411
prohodit si	834	0.143	vec01060	0.143	vec01056	0.10241	vec01009	0.08674	vec00031	0.07513	vec01666	0.05899	vec01489	0.04274	vec01529	0.03888	vec01828	0.03777	vec01945	0.03743	vec00201	0.03193
celebrovat	11	0.14365	vec00621	0.14365	vec00663	0.12995	vec01114	0.06781	vec01163	0.05922	vec01526	0.03107	vec01458	0.02355	vec00161	0.02284	vec01616	0.02277	vec00276	0.02099	vec01868	0.02048
svolovat	24	0.14423	vec00012	0.14423	vec00120	0.10821	vec00503	0.05935	vec01320	0.05848	vec00633	0.04427	vec00739	0.04377	vec01308	0.02925	vec00078	0.02777	vec01301	0.02535	vec01601	0.02498
ztupit	6	0.14569	vec00055	0.14569	vec01103	0.06124	vec01068	0.0489	vec01508	0.03563	vec01886	0.03393	vec00815	0.03147	vec00250	0.02664	vec01517	0.02626	vec01594	0.02554	vec00648	0.02553
ukojit	184	0.1458	vec00536	0.1458	vec00540	0.1378	vec00958	0.03431	vec01210	0.0259	vec00356	0.02507	vec00390	0.02351	vec01909	0.0234	vec00783	0.02041	vec00090	0.0171	vec01183	0.01648
přilít	67	0.14624	vec01300	0.14624	vec00407	0.11353	vec01893	0.07737	vec01942	0.06698	vec01599	0.06698	vec00499	0.04948	vec01780	0.04244	vec00866	0.04099	vec00175	0.03345	vec01256	0.03297
rozežrat	20	0.14713	vec00576	0.14713	vec01514	0.13118	vec00828	0.10702	vec00790	0.10601	vec00785	0.04362	vec00476	0.04241	vec00915	0.03313	vec00721	0.03274	vec01549	0.03193	vec01182	0.02911
vést si	5000	0.14768	vec01377	0.14768	vec00153	0.1312	vec01694	0.07561	vec00302	0.05394	vec00359	0.04536	vec00277	0.03508	vec00098	0.03049	vec01460	0.0257	vec00031	0.02252	vec00812	0.02177
zastrkovat	55	0.14973	vec00932	0.14973	vec00899	0.08817	vec00735	0.0806	vec01966	0.06367	vec00943	0.06248	vec00841	0.04129	vec01068	0.02402	vec01363	0.02284	vec01673	0.02224	vec00157	0.02221
odcizit	157	0.15074	vec00047	0.15074	vec00905	0.08975	vec01538	0.07006	vec00569	0.05264	vec00321	0.04629	vec00704	0.04495	vec00849	0.03579	vec01456	0.03532	vec00607	0.0285	vec00648	0.0281
odhalovat	492	0.15283	vec01545	0.15283	vec00060	0.108	vec01466	0.09011	vec00330	0.086	vec01386	0.08522	vec00086	0.04947	vec00514	0.04783	vec00163	0.03574	vec00141	0.0354	vec01432	0.03474
odplynout	28	0.15505	vec01568	0.15505	vec01885	0.15054	vec00113	0.11787	vec00755	0.09711	vec00873	0.04779	vec00048	0.04724	vec00911	0.03164	vec01570	0.03143	vec01718	0.02204	vec01242	0.02199
souznít	27	0.15507	vec00250	0.15507	vec00318	0.12529	vec01099	0.10094	vec00929	0.09141	vec00892	0.06063	vec00307	0.03715	vec01735	0.03019	vec00319	0.02669	vec01834	0.024	vec00231	0.02326
domýšlet se	237	0.15529	vec00092	0.15529	vec00149	0.13756	vec00032	0.10761	vec00493	0.07923	vec00040	0.07368	vec01081	0.06546	vec01947	0.0512	vec01352	0.04698	vec01333	0.03959	vec01690	0.02607
vyvařit	41	0.15563	vec01616	0.15563	vec01103	0.10548	vec00911	0.0501	vec00648	0.04692	vec01617	0.04602	vec01517	0.03897	vec00084	0.03832	vec01215	0.02743	vec00847	0.02742	vec00915	0.02687
uzobnout	5	0.15624	vec01810	0.15624	vec01699	0.07059	vec01216	0.06966	vec01615	0.06163	vec01678	0.06101	vec00555	0.05626	vec00918	0.05125	vec01565	0.04872	vec00674	0.04102	vec01105	0.03857
okusit	245	0.15802	vec00058	0.15802	vec00379	0.13316	vec00470	0.07897	vec00203	0.05823	vec01631	0.03258	vec00800	0.03195	vec00742	0.02691	vec01004	0.0182	vec01545	0.01494	vec01026	0.01406
